"Provider","Region","Region (code)","Name","vCPU","RAM (MiB)","Storage (GB)","Price/h (USD)"
"aws-ec2","EU (Milan)","eu-south-1","t3a.medium",2,4096,EBS only,0.0431
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t4g.medium",2,4096,EBS only,0.0432
"aws-ec2","EU (Frankfurt)","eu-central-1","t3a.medium",2,4096,EBS only,0.0432
"aws-ec2","EU (Stockholm)","eu-north-1","t3.medium",2,4096,EBS only,0.0432
"aws-ec2","US East (Ohio)","us-east-2","c6gn.medium",1,2048,EBS only,0.0432
"aws-ec2","US East (N. Virginia)","us-east-1","c6gn.medium",1,2048,EBS only,0.0432
"aws-ec2","US West (Oregon)","us-west-2","c6gn.medium",1,2048,EBS only,0.0432
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c6gn.medium",1,2048,EBS only,0.0432
"aws-ec2","EU (Ireland)","eu-west-1","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.0436
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.044
"aws-ec2","US East (N. Virginia)","us-east-1","m1.small",1,1740.8,1 x 160 SSD,0.044
"aws-ec2","US West (Oregon)","us-west-2","m1.small",1,1740.8,1 x 160 SSD,0.044
"aws-ec2","EU (London)","eu-west-2","m6g.medium",1,4096,EBS only,0.0444
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c6g.medium",1,2048,EBS only,0.0444
"aws-ec2","EU (Frankfurt)","eu-central-1","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.0445
"aws-ec2","US West (N. California)","us-west-1","t3a.medium",2,4096,EBS only,0.0446
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t4g.large",2,8192,EBS only,0.0448
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t3.medium",2,4096,EBS only,0.0448
"aws-ec2","US West (N. California)","us-west-1","m6g.medium",1,4096,EBS only,0.0448
"aws-ec2","EU (Milan)","eu-south-1","m6g.medium",1,4096,EBS only,0.0448
"aws-ec2","EU (Paris)","eu-west-3","m6g.medium",1,4096,EBS only,0.045
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.045
"aws-ec2","US West (Oregon)","us-west-2","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.0452
"aws-ec2","US East (Ohio)","us-east-2","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.0452
"aws-ec2","US East (N. Virginia)","us-east-1","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.0452
"aws-ec2","EU (Ireland)","eu-west-1","t3.medium",2,4096,EBS only,0.0456
"aws-ec2","EU (Frankfurt)","eu-central-1","m6g.medium",1,4096,EBS only,0.046
"aws-ec2","EU (London)","eu-west-2","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.046
"aws-ec2","US East (Ohio)","us-east-2","t2.medium",2,4096,EBS only,0.0464
"aws-ec2","US West (Oregon)","us-west-2","t2.medium",2,4096,EBS only,0.0464
"aws-ec2","US East (N. Virginia)","us-east-1","t2.medium",2,4096,EBS only,0.0464
"aws-ec2","Canada (Central)","ca-central-1","t3.medium",2,4096,EBS only,0.0464
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","t4g.medium",2,4096,EBS only,0.0464
"aws-ec2","EU (Stockholm)","eu-north-1","c6gn.medium",1,2048,EBS only,0.0465
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c6a.large",2,4096,EBS only,0.0467
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t3a.medium",2,4096,EBS only,0.0468
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c5a.large",2,4096,EBS only,0.047
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","m6g.medium",1,4096,EBS only,0.047
"aws-ec2","Middle East (Bahrain)","me-south-1","m6g.medium",1,4096,EBS only,0.047
"aws-ec2","EU (Ireland)","eu-west-1","m1.small",1,1740.8,1 x 160 SSD,0.047
"aws-ec2","US West (N. California)","us-west-1","m1.small",1,1740.8,1 x 160 SSD,0.047
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t3a.medium",2,4096,EBS only,0.0472
"aws-ec2","EU (Paris)","eu-west-3","t3.medium",2,4096,EBS only,0.0472
"aws-ec2","EU (London)","eu-west-2","t3.medium",2,4096,EBS only,0.0472
"aws-ec2","Canada (Central)","ca-central-1","c6gn.medium",1,2048,EBS only,0.0473
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t3a.medium",2,4096,EBS only,0.0475
"aws-ec2","EU (Milan)","eu-south-1","t3.medium",2,4096,EBS only,0.0479
"aws-ec2","EU (Frankfurt)","eu-central-1","t3.medium",2,4096,EBS only,0.048
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m6g.medium",1,4096,EBS only,0.048
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m6g.medium",1,4096,EBS only,0.048
"aws-ec2","EU (Stockholm)","eu-north-1","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.048
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","m6g.medium",1,4096,EBS only,0.048
"aws-ec2","US West (N. California)","us-west-1","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.048
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c6gn.medium",1,2048,EBS only,0.0488
"aws-ec2","EU (Ireland)","eu-west-1","c6gn.medium",1,2048,EBS only,0.0488
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t3a.medium",2,4096,EBS only,0.049
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c6gd.large",2,4096,1 x 118 NVMe SSD,0.049
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.049
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t3a.large",2,8192,EBS only,0.0493
"aws-ec2","EU (Frankfurt)","eu-central-1","c6gn.medium",1,2048,EBS only,0.0493
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m6g.medium",1,4096,EBS only,0.0495
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c6gn.medium",1,2048,EBS only,0.0495
"aws-ec2","US West (N. California)","us-west-1","t3.medium",2,4096,EBS only,0.0496
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t2.medium",2,4096,EBS only,0.0496
"aws-ec2","US West (Los Angeles)","us-west-2-lax-1","t3.medium",2,4096,EBS only,0.0499
"aws-ec2","EU (Ireland)","eu-west-1","t2.medium",2,4096,EBS only,0.05
"aws-ec2","Middle East (Bahrain)","me-south-1","t3.medium",2,4096,EBS only,0.0502
"aws-ec2","US East (Ohio)","us-east-2","r6g.medium",1,8192,EBS only,0.0504
"aws-ec2","US East (N. Virginia)","us-east-1","r6g.medium",1,8192,EBS only,0.0504
"aws-ec2","US West (Oregon)","us-west-2","r6g.medium",1,8192,EBS only,0.0504
"aws-ec2","EU (Ireland)","eu-west-1","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.0504
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.0505
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m6g.large",2,8192,EBS only,0.0506
"aws-ec2","US East (N. Virginia)","us-east-1","a1.large",2,4096,EBS only,0.051
"aws-ec2","US East (Ohio)","us-east-2","a1.large",2,4096,EBS only,0.051
"aws-ec2","US West (Oregon)","us-west-2","a1.large",2,4096,EBS only,0.051
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","a1.large",2,4096,EBS only,0.051
"aws-ec2","Canada (Central)","ca-central-1","t2.medium",2,4096,EBS only,0.0512
"aws-ec2","EU (Paris)","eu-west-3","c6gn.medium",1,2048,EBS only,0.0512
"aws-ec2","EU (London)","eu-west-2","c6gn.medium",1,2048,EBS only,0.0512
"aws-ec2","EU (Milan)","eu-south-1","c6gn.medium",1,2048,EBS only,0.0516
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t3.medium",2,4096,EBS only,0.052
"aws-ec2","EU (London)","eu-west-2","t2.medium",2,4096,EBS only,0.052
"aws-ec2","US East (Atlanta)","us-east-1-atl-1","t3.medium",2,4096,EBS only,0.052
"aws-ec2","US East (Boston)","us-east-1-bos-1","t3.medium",2,4096,EBS only,0.052
"aws-ec2","US East (Chicago)","us-east-1-chi-1","t3.medium",2,4096,EBS only,0.052
"aws-ec2","US East (Dallas)","us-east-1-dfw-1","t3.medium",2,4096,EBS only,0.052
"aws-ec2","t3.medium",2,4096,EBS only,0.052
"aws-ec2","t3.medium",2,4096,EBS only,0.052
"aws-ec2","t3.medium",2,4096,EBS only,0.052
"aws-ec2","t3.medium",2,4096,EBS only,0.052
"aws-ec2","t3.medium",2,4096,EBS only,0.052
"aws-ec2","t3.medium",2,4096,EBS only,0.052
"aws-ec2","t3.medium",2,4096,EBS only,0.052
"aws-ec2","t3.medium",2,4096,EBS only,0.052
"aws-ec2","t3.medium",2,4096,EBS only,0.052
"aws-ec2","t3.medium",2,4096,EBS only,0.052
"aws-ec2","t3.medium",2,4096,EBS only,0.052
"aws-ec2","EU (London)","eu-west-2","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.0524
"aws-ec2","South America (Sao Paulo)","sa-east-1","c6g.medium",1,2048,EBS only,0.0524
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t3.medium",2,4096,EBS only,0.0528
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t3.medium",2,4096,EBS only,0.0528
"aws-ec2","EU (Paris)","eu-west-3","t2.medium",2,4096,EBS only,0.0528
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","t3.medium",2,4096,EBS only,0.0528
"aws-ec2","US West (N. California)","us-west-1","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.053
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","m6g.medium",1,4096,EBS only,0.053
"aws-ec2","EU (Stockholm)","eu-north-1","r6g.medium",1,8192,EBS only,0.0535
"aws-ec2","EU (Frankfurt)","eu-central-1","t2.medium",2,4096,EBS only,0.0536
"aws-ec2","South America (Sao Paulo)","sa-east-1","t4g.medium",2,4096,EBS only,0.0536
"aws-ec2","Middle East (Bahrain)","me-south-1","c6gn.medium",1,2048,EBS only,0.0536
"aws-ec2","US West (N. California)","us-west-1","c6gn.medium",1,2048,EBS only,0.054
"aws-ec2","Africa (Cape Town)","af-south-1","t3.medium",2,4096,EBS only,0.0542
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t3.medium",2,4096,EBS only,0.0544
"aws-ec2","EU (Frankfurt)","eu-central-1","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.0545
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c6gn.medium",1,2048,EBS only,0.0545
"aws-ec2","US West (N. California)","us-west-1","t2.medium",2,4096,EBS only,0.0552
"aws-ec2","Canada (Central)","ca-central-1","r6g.medium",1,8192,EBS only,0.0552
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m6a.large",2,8192,EBS only,0.0556
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m5a.large",2,8192,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","t3.medium",2,4096,EBS only,0.056
"aws-ec2","US West (N. California)","us-west-1","r6g.medium",1,8192,EBS only,0.056
"aws-ec2","EU (Ireland)","eu-west-1","r6g.medium",1,8192,EBS only,0.0564
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.0565
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.0565
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c6gn.medium",1,2048,EBS only,0.0565
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.057
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","c6gn.medium",1,2048,EBS only,0.0573
"aws-ec2","EU (Ireland)","eu-west-1","a1.large",2,4096,EBS only,0.0576
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t2.medium",2,4096,EBS only,0.0576
"aws-ec2","US East (Ohio)","us-east-2","r6gd.medium",1,8192,1 x 59 NVMe SSD,0.0576
"aws-ec2","US East (N. Virginia)","us-east-1","r6gd.medium",1,8192,1 x 59 NVMe SSD,0.0576
"aws-ec2","US West (Oregon)","us-west-2","r6gd.medium",1,8192,1 x 59 NVMe SSD,0.0576
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m1.small",1,1740.8,1 x 160 SSD,0.058
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m1.small",1,1740.8,1 x 160 SSD,0.058
"aws-ec2","South America (Sao Paulo)","sa-east-1","m1.small",1,1740.8,1 x 160 SSD,0.058
"aws-ec2","EU (Frankfurt)","eu-central-1","a1.large",2,4096,EBS only,0.0582
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t2.medium",2,4096,EBS only,0.0584
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t2.medium",2,4096,EBS only,0.0584
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","t3.medium",2,4096,EBS only,0.0584
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.0585
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","a1.large",2,4096,EBS only,0.0588
"aws-ec2","EU (Paris)","eu-west-3","r6g.medium",1,8192,EBS only,0.059
"aws-ec2","EU (London)","eu-west-2","r6g.medium",1,8192,EBS only,0.0592
"aws-ec2","EU (Milan)","eu-south-1","r6g.medium",1,8192,EBS only,0.0592
"aws-ec2","South America (Sao Paulo)","sa-east-1","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.0595
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m6gd.large",2,8192,1 x 118 NVMe SSD,0.0604
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","r6g.medium",1,8192,EBS only,0.0604
"aws-ec2","South America (Sao Paulo)","sa-east-1","t3a.medium",2,4096,EBS only,0.0605
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t2.medium",2,4096,EBS only,0.0608
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","r6g.medium",1,8192,EBS only,0.0608
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","r6g.medium",1,8192,EBS only,0.0608
"aws-ec2","EU (Frankfurt)","eu-central-1","r6g.medium",1,8192,EBS only,0.0608
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","r6g.medium",1,8192,EBS only,0.0608
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","r6g.medium",1,8192,EBS only,0.061
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m1.small",1,1740.8,1 x 160 SSD,0.061
"aws-ec2","South America (Sao Paulo)","sa-east-1","m6g.medium",1,4096,EBS only,0.0612
"aws-ec2","t3.medium",2,4096,EBS only,0.0626
"aws-ec2","Canada (Central)","ca-central-1","r6gd.medium",1,8192,1 x 59 NVMe SSD,0.0632
"aws-ec2","EU (Ireland)","eu-west-1","r6gd.medium",1,8192,1 x 59 NVMe SSD,0.064
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","a1.large",2,4096,EBS only,0.0642
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r6g.large",2,16384,EBS only,0.065
"aws-ec2","t3.medium",2,4096,EBS only,0.065
"aws-ec2","US West (N. California)","us-west-1","r6gd.medium",1,8192,1 x 59 NVMe SSD,0.065
"aws-ec2","South America (Sao Paulo)","sa-east-1","c6gn.medium",1,2048,EBS only,0.0665
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","a1.large",2,4096,EBS only,0.0666
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m5ad.large",2,8192,1 x 75 NVMe SSD,0.067
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","r6g.medium",1,8192,EBS only,0.067
"aws-ec2","US East (N. Virginia)","us-east-1","m3.medium",1,3840,1 x 4 SSD,0.067
"aws-ec2","US West (Oregon)","us-west-2","m3.medium",1,3840,1 x 4 SSD,0.067
"aws-ec2","US East (N. Virginia)","us-east-1","t4g.large",2,8192,EBS only,0.0672
"aws-ec2","US West (Oregon)","us-west-2","t4g.large",2,8192,EBS only,0.0672
"aws-ec2","US East (Ohio)","us-east-2","t4g.large",2,8192,EBS only,0.0672
"aws-ec2","South America (Sao Paulo)","sa-east-1","t3.medium",2,4096,EBS only,0.0672
"aws-ec2","EU (Paris)","eu-west-3","r6gd.medium",1,8192,1 x 59 NVMe SSD,0.0676
"aws-ec2","US East (Ohio)","us-east-2","c6g.large",2,4096,EBS only,0.068
"aws-ec2","US East (N. Virginia)","us-east-1","c6g.large",2,4096,EBS only,0.068
"aws-ec2","US West (Oregon)","us-west-2","c6g.large",2,4096,EBS only,0.068
"aws-ec2","EU (Stockholm)","eu-north-1","t4g.large",2,8192,EBS only,0.0688
"aws-ec2","EU (Frankfurt)","eu-central-1","r6gd.medium",1,8192,1 x 59 NVMe SSD,0.069
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","r6gd.medium",1,8192,1 x 59 NVMe SSD,0.0695
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","r6gd.medium",1,8192,1 x 59 NVMe SSD,0.0695
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","r6gd.medium",1,8192,1 x 59 NVMe SSD,0.0695
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r6a.large",2,16384,EBS only,0.0715
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r5a.large",2,16384,EBS only,0.072
"aws-ec2","US East (Ohio)","us-east-2","c7g.large",2,4096,EBS only,0.0723
"aws-ec2","US East (N. Virginia)","us-east-1","c7g.large",2,4096,EBS only,0.0725
"aws-ec2","US West (Oregon)","us-west-2","c7g.large",2,4096,EBS only,0.0725
"aws-ec2","EU (Ireland)","eu-west-1","c6g.large",2,4096,EBS only,0.073
"aws-ec2","EU (Stockholm)","eu-north-1","c6g.large",2,4096,EBS only,0.073
"aws-ec2","EU (Ireland)","eu-west-1","m3.medium",1,3840,1 x 4 SSD,0.073
"aws-ec2","t3.medium",2,4096,EBS only,0.0734
"aws-ec2","t3.medium",2,4096,EBS only,0.0734
"aws-ec2","EU (Ireland)","eu-west-1","t4g.large",2,8192,EBS only,0.0736
"aws-ec2","Canada (Central)","ca-central-1","t4g.large",2,8192,EBS only,0.0736
"aws-ec2","Canada (Central)","ca-central-1","c6g.large",2,4096,EBS only,0.0744
"aws-ec2","South America (Sao Paulo)","sa-east-1","t2.medium",2,4096,EBS only,0.0744
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r6gd.large",2,16384,1 x 118 NVMe SSD,0.0747
"aws-ec2","US East (Ohio)","us-east-2","t3a.large",2,8192,EBS only,0.0752
"aws-ec2","US East (N. Virginia)","us-east-1","t3a.large",2,8192,EBS only,0.0752
"aws-ec2","US West (Oregon)","us-west-2","t3a.large",2,8192,EBS only,0.0752
"aws-ec2","EU (Paris)","eu-west-3","t4g.large",2,8192,EBS only,0.0752
"aws-ec2","EU (London)","eu-west-2","t4g.large",2,8192,EBS only,0.0752
"aws-ec2","US East (Ohio)","us-east-2","c6a.large",2,4096,EBS only,0.0765
"aws-ec2","US East (N. Virginia)","us-east-1","c6a.large",2,4096,EBS only,0.0765
"aws-ec2","US West (Oregon)","us-west-2","c6a.large",2,4096,EBS only,0.0765
"aws-ec2","EU (Frankfurt)","eu-central-1","t4g.large",2,8192,EBS only,0.0768
"aws-ec2","EU (Milan)","eu-south-1","t4g.large",2,8192,EBS only,0.0768
"aws-ec2","US East (Ohio)","us-east-2","c6gd.large",2,4096,1 x 118 NVMe SSD,0.0768
"aws-ec2","US East (N. Virginia)","us-east-1","c6gd.large",2,4096,1 x 118 NVMe SSD,0.0768
"aws-ec2","US West (Oregon)","us-west-2","c6gd.large",2,4096,1 x 118 NVMe SSD,0.0768
"aws-ec2","US East (N. Virginia)","us-east-1","m6g.large",2,8192,EBS only,0.077
"aws-ec2","US West (Oregon)","us-west-2","m6g.large",2,8192,EBS only,0.077
"aws-ec2","US East (Ohio)","us-east-2","m6g.large",2,8192,EBS only,0.077
"aws-ec2","US East (N. Virginia)","us-east-1","c5a.large",2,4096,EBS only,0.077
"aws-ec2","US West (Oregon)","us-west-2","c5a.large",2,4096,EBS only,0.077
"aws-ec2","US East (Ohio)","us-east-2","c5a.large",2,4096,EBS only,0.077
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c6g.large",2,4096,EBS only,0.077
"aws-ec2","US West (N. California)","us-west-1","m3.medium",1,3840,1 x 4 SSD,0.077
"aws-ec2","EU (Ireland)","eu-west-1","c7g.large",2,4096,EBS only,0.0775
"aws-ec2","EU (Frankfurt)","eu-central-1","c6g.large",2,4096,EBS only,0.0776
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c6g.large",2,4096,EBS only,0.0784
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","c6g.large",2,4096,EBS only,0.0784
"aws-ec2","EU (Frankfurt)","eu-central-1","m3.medium",1,3840,1 x 4 SSD,0.079
"aws-ec2","US West (N. California)","us-west-1","t4g.large",2,8192,EBS only,0.08
"aws-ec2","South America (Sao Paulo)","sa-east-1","r6g.medium",1,8192,EBS only,0.0804
"aws-ec2","EU (London)","eu-west-2","c6g.large",2,4096,EBS only,0.0808
"aws-ec2","EU (Milan)","eu-south-1","c6g.large",2,4096,EBS only,0.0808
"aws-ec2","EU (Paris)","eu-west-3","c6g.large",2,4096,EBS only,0.081
"aws-ec2","EU (Ireland)","eu-west-1","t3a.large",2,8192,EBS only,0.0816
"aws-ec2","EU (Stockholm)","eu-north-1","m6g.large",2,8192,EBS only,0.082
"aws-ec2","EU (Stockholm)","eu-north-1","c5a.large",2,4096,EBS only,0.082
"aws-ec2","EU (Ireland)","eu-west-1","c6a.large",2,4096,EBS only,0.0821
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r5ad.large",2,16384,1 x 75 NVMe SSD,0.083
"aws-ec2","US East (Ohio)","us-east-2","t3.large",2,8192,EBS only,0.0832
"aws-ec2","US East (N. Virginia)","us-east-1","t3.large",2,8192,EBS only,0.0832
"aws-ec2","US West (Oregon)","us-west-2","t3.large",2,8192,EBS only,0.0832
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t4g.large",2,8192,EBS only,0.0832
"aws-ec2","Canada (Central)","ca-central-1","t3a.large",2,8192,EBS only,0.0835
"aws-ec2","US East (Ohio)","us-east-2","x2gd.medium",1,16384,1 x 59 SSD,0.0835
"aws-ec2","US East (N. Virginia)","us-east-1","x2gd.medium",1,16384,1 x 59 SSD,0.0835
"aws-ec2","US West (Oregon)","us-west-2","x2gd.medium",1,16384,1 x 59 SSD,0.0835
"aws-ec2","Canada (Central)","ca-central-1","c5a.large",2,4096,EBS only,0.084
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t4g.large",2,8192,EBS only,0.0848
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t4g.large",2,8192,EBS only,0.0848
"aws-ec2","US West (N. California)","us-west-1","c6g.large",2,4096,EBS only,0.0848
"aws-ec2","Canada (Central)","ca-central-1","c6gd.large",2,4096,1 x 118 NVMe SSD,0.0848
"aws-ec2","EU (Paris)","eu-west-3","t3a.large",2,8192,EBS only,0.085
"aws-ec2","EU (London)","eu-west-2","t3a.large",2,8192,EBS only,0.085
"aws-ec2","US West (Oregon)","us-west-2","c5.large",2,4096,EBS only,0.085
"aws-ec2","US East (N. Virginia)","us-east-1","c5.large",2,4096,EBS only,0.085
"aws-ec2","US East (Ohio)","us-east-2","c6i.large",2,4096,EBS only,0.085
"aws-ec2","US East (Ohio)","us-east-2","c5.large",2,4096,EBS only,0.085
"aws-ec2","US East (N. Virginia)","us-east-1","c6i.large",2,4096,EBS only,0.085
"aws-ec2","US West (Oregon)","us-west-2","c6i.large",2,4096,EBS only,0.085
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c5.large",2,4096,EBS only,0.085
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c6i.large",2,4096,EBS only,0.085
"aws-ec2","Middle East (Bahrain)","me-south-1","c6g.large",2,4096,EBS only,0.085
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c6g.xlarge",4,8192,EBS only,0.0852
"aws-ec2","Canada (Central)","ca-central-1","m6g.large",2,8192,EBS only,0.0856
